Neptune
                 x:                  y:                  z:                  t: 
         10560.25224        -2831.800457        -185.0559981               0.383
         10560.25224        -2831.800454        -185.0559982               0.384
         10560.25224        -2831.800451        -185.0559983               0.385
         10560.25224        -2831.800448        -185.0559984               0.386
         10560.25224        -2831.800445        -185.0559984               0.387
         10560.25224        -2831.800442        -185.0559985               0.388
         10560.25224        -2831.800439        -185.0559986               0.389
         10560.25224        -2831.800435        -185.0559987                0.39
         10560.25225        -2831.800432        -185.0559988               0.391
         10560.25225        -2831.800429        -185.0559988               0.392
         10560.25225        -2831.800426        -185.0559989               0.393
         10560.25225        -2831.800423         -185.055999               0.394
         10560.25225         -2831.80042        -185.0559991               0.395
         10560.25225        -2831.800417        -185.0559992               0.396
         10560.25225        -2831.800414        -185.0559992               0.397
         10560.25225        -2831.800411        -185.0559993               0.398
         10560.25225        -2831.800408        -185.0559994               0.399
         10560.25225        -2831.800405        -185.0559995                 0.4
         10560.25225        -2831.800402        -185.0559996               0.401
         10560.25225        -2831.800399        -185.0559997               0.402
         10560.25225        -2831.800396        -185.0559997               0.403
         10560.25226        -2831.800393        -185.0559998               0.404
         10560.25226         -2831.80039        -185.0559999               0.405
         10560.25226        -2831.800387            -185.056               0.406
         10560.25226        -2831.800384        -185.0560001               0.407
         10560.25226        -2831.800381        -185.0560001               0.408
         10560.25226        -2831.800378        -185.0560002               0.409
         10560.25226        -2831.800374        -185.0560003                0.41
         10560.25226        -2831.800371        -185.0560004               0.411
         10560.25226        -2831.800368        -185.0560005               0.412
         10560.25226        -2831.800365        -185.0560005               0.413
         10560.25226        -2831.800362        -185.0560006               0.414
         10560.25226        -2831.800359        -185.0560007               0.415
         10560.25227        -2831.800356        -185.0560008               0.416
         10560.25227        -2831.800353        -185.0560009               0.417
         10560.25227         -2831.80035         -185.056001               0.418
         10560.25227        -2831.800347         -185.056001               0.419
         10560.25227        -2831.800344        -185.0560011                0.42
         10560.25227        -2831.800341        -185.0560012               0.421
         10560.25227        -2831.800338        -185.0560013               0.422
         10560.25227        -2831.800335        -185.0560014               0.423
         10560.25227        -2831.800332        -185.0560014               0.424
         10560.25227        -2831.800329        -185.0560015               0.425
         10560.25227        -2831.800326        -185.0560016               0.426
         10560.25227        -2831.800323        -185.0560017               0.427
         10560.25227         -2831.80032        -185.0560018               0.428
         10560.25228        -2831.800316        -185.0560019               0.429
         10560.25228        -2831.800313        -185.0560019                0.43
         10560.25228         -2831.80031         -185.056002               0.431
         10560.25228        -2831.800307        -185.0560021               0.432
         10560.25228        -2831.800304        -185.0560022               0.433
         10560.25228        -2831.800301        -185.0560023               0.434
         10560.25228        -2831.800298        -185.0560023               0.435
         10560.25228        -2831.800295        -185.0560024               0.436
         10560.25228        -2831.800292        -185.0560025               0.437
         10560.25228        -2831.800289        -185.0560026               0.438
         10560.25228        -2831.800286        -185.0560027               0.439
         10560.25228        -2831.800283        -185.0560027                0.44
         10560.25229         -2831.80028        -185.0560028               0.441
         10560.25229        -2831.800277        -185.0560029               0.442
         10560.25229        -2831.800274         -185.056003               0.443
         10560.25229        -2831.800271        -185.0560031               0.444
         10560.25229        -2831.800268        -185.0560032               0.445
         10560.25229        -2831.800265        -185.0560032               0.446
         10560.25229        -2831.800262        -185.0560033               0.447
         10560.25229        -2831.800259        -185.0560034               0.448
         10560.25229        -2831.800255        -185.0560035               0.449
         10560.25229        -2831.800252        -185.0560036                0.45
         10560.25229        -2831.800249        -185.0560036               0.451
         10560.25229        -2831.800246        -185.0560037               0.452
         10560.25229        -2831.800243        -185.0560038               0.453
          10560.2523         -2831.80024        -185.0560039               0.454
          10560.2523        -2831.800237         -185.056004               0.455
          10560.2523        -2831.800234         -185.056004               0.456
          10560.2523        -2831.800231        -185.0560041               0.457
          10560.2523        -2831.800228        -185.0560042               0.458
          10560.2523        -2831.800225        -185.0560043               0.459
          10560.2523        -2831.800222        -185.0560044                0.46
          10560.2523        -2831.800219        -185.0560045               0.461
          10560.2523        -2831.800216        -185.0560045               0.462
          10560.2523        -2831.800213        -185.0560046               0.463
          10560.2523         -2831.80021        -185.0560047               0.464
          10560.2523        -2831.800207        -185.0560048               0.465
          10560.2523        -2831.800204        -185.0560049               0.466
         10560.25231        -2831.800201        -185.0560049               0.467
         10560.25231        -2831.800198         -185.056005               0.468
         10560.25231        -2831.800194        -185.0560051               0.469
         10560.25231        -2831.800191        -185.0560052                0.47
         10560.25231        -2831.800188        -185.0560053               0.471
         10560.25231        -2831.800185        -185.0560054               0.472
         10560.25231        -2831.800182        -185.0560054               0.473
         10560.25231        -2831.800179        -185.0560055               0.474
         10560.25231        -2831.800176        -185.0560056               0.475
         10560.25231        -2831.800173        -185.0560057               0.476
         10560.25231         -2831.80017        -185.0560058               0.477
         10560.25231        -2831.800167        -185.0560058               0.478
         10560.25232        -2831.800164        -185.0560059               0.479
         10560.25232        -2831.800161         -185.056006                0.48
         10560.25232        -2831.800158        -185.0560061               0.481
         10560.25232        -2831.800155        -185.0560062               0.482
         10560.25232        -2831.800152        -185.0560062               0.483
         10560.25232        -2831.800149        -185.0560063               0.484
         10560.25232        -2831.800146        -185.0560064               0.485
         10560.25232        -2831.800143        -185.0560065               0.486
         10560.25232         -2831.80014        -185.0560066               0.487
         10560.25232        -2831.800136        -185.0560067               0.488
         10560.25232        -2831.800133        -185.0560067               0.489
         10560.25232         -2831.80013        -185.0560068                0.49
         10560.25232        -2831.800127        -185.0560069               0.491
         10560.25233        -2831.800124         -185.056007               0.492
         10560.25233        -2831.800121        -185.0560071               0.493
         10560.25233        -2831.800118        -185.0560071               0.494
         10560.25233        -2831.800115        -185.0560072               0.495
         10560.25233        -2831.800112        -185.0560073               0.496
         10560.25233        -2831.800109        -185.0560074               0.497
         10560.25233        -2831.800106        -185.0560075               0.498
         10560.25233        -2831.800103        -185.0560075               0.499
         10560.25233          -2831.8001        -185.0560076                 0.5
         10560.25233        -2831.800097        -185.0560077               0.501
         10560.25233        -2831.800094        -185.0560078               0.502
         10560.25233        -2831.800091        -185.0560079               0.503
         10560.25233        -2831.800088         -185.056008               0.504
         10560.25234        -2831.800085         -185.056008               0.505
         10560.25234        -2831.800082        -185.0560081               0.506
         10560.25234        -2831.800079        -185.0560082               0.507
         10560.25234        -2831.800075        -185.0560083               0.508
         10560.25234        -2831.800072        -185.0560084               0.509
         10560.25234        -2831.800069        -185.0560084                0.51
         10560.25234        -2831.800066        -185.0560085               0.511
         10560.25234        -2831.800063        -185.0560086               0.512
         10560.25234         -2831.80006        -185.0560087               0.513
         10560.25234        -2831.800057        -185.0560088               0.514
         10560.25234        -2831.800054        -185.0560089               0.515
         10560.25234        -2831.800051        -185.0560089               0.516
         10560.25235        -2831.800048         -185.056009               0.517
         10560.25235        -2831.800045        -185.0560091               0.518
         10560.25235        -2831.800042        -185.0560092               0.519
         10560.25235        -2831.800039        -185.0560093                0.52
         10560.25235        -2831.800036        -185.0560093               0.521
         10560.25235        -2831.800033        -185.0560094               0.522
         10560.25235         -2831.80003        -185.0560095               0.523
         10560.25235        -2831.800027        -185.0560096               0.524
         10560.25235        -2831.800024        -185.0560097               0.525
         10560.25235        -2831.800021        -185.0560097               0.526
         10560.25235        -2831.800018        -185.0560098               0.527
         10560.25235        -2831.800014        -185.0560099               0.528
         10560.25235        -2831.800011          -185.05601               0.529
         10560.25236        -2831.800008        -185.0560101                0.53
         10560.25236        -2831.800005        -185.0560102               0.531
         10560.25236        -2831.800002        -185.0560102               0.532
         10560.25236        -2831.799999        -185.0560103               0.533
         10560.25236        -2831.799996        -185.0560104               0.534
         10560.25236        -2831.799993        -185.0560105               0.535
         10560.25236         -2831.79999        -185.0560106               0.536
         10560.25236        -2831.799987        -185.0560106               0.537
         10560.25236        -2831.799984        -185.0560107               0.538
         10560.25236        -2831.799981        -185.0560108               0.539
         10560.25236        -2831.799978        -185.0560109                0.54
         10560.25236        -2831.799975         -185.056011               0.541
         10560.25237        -2831.799972         -185.056011               0.542
         10560.25237        -2831.799969        -185.0560111               0.543
         10560.25237        -2831.799966        -185.0560112               0.544
         10560.25237        -2831.799963        -185.0560113               0.545
         10560.25237         -2831.79996        -185.0560114               0.546
         10560.25237        -2831.799956        -185.0560115               0.547
         10560.25237        -2831.799953        -185.0560115               0.548
         10560.25237         -2831.79995        -185.0560116               0.549
         10560.25237        -2831.799947        -185.0560117                0.55
         10560.25237        -2831.799944        -185.0560118               0.551
         10560.25237        -2831.799941        -185.0560119               0.552
         10560.25237        -2831.799938        -185.0560119               0.553
         10560.25237        -2831.799935         -185.056012               0.554
